bug_id,data_abertura,data_fechamento,severidade,status,sistema,sprint,responsavel,tempo_correcao,prioridade,prioridade_num,ambiente,tipo_bug,reincidente
4341,2024-06-28,2024-06-30,Média,Aberto,Login,Sprint 11,Ana,64,Média,2,Produção,Frontend,Sim
4342,2025-03-04,2025-03-06,Baixa,Fechado,Pagamento,Sprint 1,Carlos,50,Baixa,1,Produção,Frontend,Sim
4343,2025-11-22,2025-11-23,Média,Aberto,Pagamento,Sprint 4,Rafael,47,Baixa,1,Homologação,API,Sim
4344,2026-01-16,2026-01-19,Alta,Aberto,Relatórios,Sprint 9,Ana,87,Baixa,1,Produção,Frontend,Não
4345,2024-07-18,2024-07-18,Média,Aberto,Relatórios,Sprint 10,João,6,Baixa,1,Homologação,Frontend,Sim
4346,2024-09-07,2024-09-11,Média,Fechado,Relatórios,Sprint 1,Rafael,107,Baixa,1,Produção,Frontend,Não
4347,2025-11-01,2025-11-03,Alta,Fechado,Relatórios,Sprint 12,Juliana,63,Alta,3,Produção,Frontend,Sim
4348,2025-11-25,2025-11-28,Baixa,Fechado,API Clientes,Sprint 6,Rafael,89,Baixa,1,Produção,Frontend,Não
4349,2024-05-31,2024-06-04,Média,Fechado,Pagamento,Sprint 9,Rafael,109,Média,2,Homologação,Frontend,Não
4350,2025-03-07,2025-03-11,Alta,Fechado,Mobile App,Sprint 8,Fernanda,117,Baixa,1,Homologação,API,Sim
4351,2024-05-13,2024-05-13,Baixa,Fechado,Login,Sprint 3,João,15,Média,2,Produção,API,Sim
4352,2025-09-09,2025-09-13,Alta,Aberto,Login,Sprint 10,Ana,116,Baixa,1,Produção,API,Sim
4353,2026-02-22,2026-02-23,Baixa,Aberto,Pagamento,Sprint 3,Carlos,37,Alta,3,Homologação,API,Sim
4354,2024-12-09,2024-12-09,Média,Aberto,Dashboard,Sprint 12,Carlos,4,Média,2,Produção,Frontend,Não
4355,2026-03-24,2026-03-25,Crítica,Fechado,Pagamento,Sprint 6,Ana,24,Alta,3,Produção,Frontend,Sim
4356,2024-12-07,2024-12-08,Baixa,Fechado,API Clientes,Sprint 10,Fernanda,29,Baixa,1,Homologação,Frontend,Sim
4357,2025-11-15,2025-11-15,Crítica,Aberto,Login,Sprint 12,Rafael,22,Média,2,Produção,Backend,Não
4358,2025-11-01,2025-11-03,Baixa,Fechado,API Clientes,Sprint 12,Marcos,65,Baixa,1,Homologação,API,Sim
4359,2025-02-16,2025-02-19,Média,Fechado,Login,Sprint 6,Ana,77,Baixa,1,Homologação,Backend,Sim
4360,2024-05-08,2024-05-10,Média,Aberto,Pagamento,Sprint 3,Carlos,56,Média,2,Homologação,Frontend,Não
4361,2024-12-08,2024-12-11,Média,Aberto,Dashboard,Sprint 11,Carlos,88,Média,2,Homologação,Frontend,Sim
4362,2025-06-04,2025-06-07,Alta,Aberto,Login,Sprint 11,Fernanda,78,Alta,3,Produção,Backend,Não
4363,2024-07-31,2024-08-04,Baixa,Fechado,Relatórios,Sprint 6,Ana,102,Média,2,Homologação,Backend,Não
4364,2026-01-02,2026-01-04,Média,Fechado,Relatórios,Sprint 5,João,58,Baixa,1,Homologação,API,Não
4365,2025-07-05,2025-07-05,Baixa,Aberto,Login,Sprint 11,João,7,Alta,3,Homologação,Backend,Não
4366,2024-09-30,2024-10-04,Alta,Aberto,Dashboard,Sprint 6,Juliana,107,Baixa,1,Produção,Frontend,Não
4367,2024-11-26,2024-11-30,Crítica,Aberto,API Clientes,Sprint 11,Marcos,116,Baixa,1,Homologação,Frontend,Sim
4368,2026-01-20,2026-01-22,Baixa,Aberto,Mobile App,Sprint 9,Ana,71,Baixa,1,Produção,Frontend,Não
4369,2024-10-21,2024-10-21,Média,Aberto,Pagamento,Sprint 5,Carlos,14,Baixa,1,Homologação,Frontend,Não
4370,2026-02-25,2026-02-27,Baixa,Aberto,Dashboard,Sprint 1,Ana,69,Baixa,1,Homologação,Frontend,Não
4371,2024-08-09,2024-08-10,Baixa,Fechado,Mobile App,Sprint 12,Rafael,41,Baixa,1,Homologação,Backend,Sim
4372,2025-02-28,2025-03-03,Crítica,Aberto,Mobile App,Sprint 7,Fernanda,93,Baixa,1,Homologação,Backend,Não
4373,2025-05-07,2025-05-11,Crítica,Aberto,Mobile App,Sprint 11,Carlos,117,Alta,3,Produção,Backend,Sim
4374,2024-06-28,2024-06-30,Baixa,Fechado,Mobile App,Sprint 5,Marcos,58,Alta,3,Produção,Frontend,Sim
4375,2025-11-15,2025-11-18,Baixa,Aberto,Dashboard,Sprint 6,Juliana,74,Baixa,1,Homologação,Backend,Não
4376,2024-07-05,2024-07-07,Crítica,Aberto,Relatórios,Sprint 6,Ana,60,Média,2,Homologação,API,Não
4377,2025-05-24,2025-05-27,Baixa,Fechado,Login,Sprint 10,Ana,95,Baixa,1,Produção,Backend,Não
4378,2025-06-02,2025-06-03,Baixa,Fechado,API Clientes,Sprint 1,Ana,40,Média,2,Produção,API,Sim
4379,2024-12-16,2024-12-19,Alta,Fechado,Pagamento,Sprint 5,João,72,Baixa,1,Produção,Backend,Não
4380,2026-02-28,2026-03-03,Alta,Aberto,Mobile App,Sprint 3,Carlos,85,Baixa,1,Homologação,API,Sim
4381,2025-08-05,2025-08-07,Crítica,Aberto,Dashboard,Sprint 12,Marcos,69,Média,2,Homologação,Frontend,Não
4382,2026-02-03,2026-02-03,Média,Aberto,Mobile App,Sprint 12,Fernanda,22,Alta,3,Homologação,API,Sim
4383,2025-08-11,2025-08-11,Alta,Aberto,Relatórios,Sprint 4,Marcos,21,Alta,3,Homologação,API,Não
4384,2026-02-09,2026-02-10,Alta,Fechado,Dashboard,Sprint 9,Fernanda,26,Alta,3,Homologação,Frontend,Não
4385,2024-05-29,2024-05-30,Média,Fechado,Mobile App,Sprint 7,Rafael,32,Alta,3,Homologação,Frontend,Sim
4386,2026-01-02,2026-01-05,Crítica,Fechado,API Clientes,Sprint 3,Rafael,78,Baixa,1,Produção,Backend,Sim
4387,2025-12-10,2025-12-11,Média,Fechado,Login,Sprint 7,Juliana,43,Baixa,1,Produção,Frontend,Sim
4388,2024-12-17,2024-12-19,Média,Aberto,Dashboard,Sprint 1,Carlos,53,Média,2,Homologação,API,Sim
4389,2024-05-13,2024-05-13,Crítica,Aberto,Dashboard,Sprint 12,Fernanda,12,Média,2,Produção,Backend,Sim
4390,2025-05-29,2025-05-31,Crítica,Aberto,Pagamento,Sprint 4,Fernanda,52,Baixa,1,Homologação,Frontend,Não
4391,2025-10-16,2025-10-17,Alta,Fechado,Mobile App,Sprint 2,Juliana,36,Média,2,Homologação,Frontend,Não
4392,2024-06-15,2024-06-19,Média,Aberto,Login,Sprint 2,João,112,Média,2,Homologação,Backend,Não
4393,2025-10-31,2025-11-01,Alta,Fechado,Mobile App,Sprint 5,Ana,38,Alta,3,Produção,API,Não
4394,2025-07-07,2025-07-07,Alta,Fechado,Pagamento,Sprint 9,Carlos,23,Alta,3,Homologação,Frontend,Sim
4395,2024-10-02,2024-10-05,Baixa,Fechado,Dashboard,Sprint 8,Juliana,80,Baixa,1,Produção,Backend,Não
4396,2024-06-11,2024-06-12,Crítica,Aberto,Dashboard,Sprint 8,Juliana,37,Baixa,1,Produção,Backend,Sim
4397,2025-05-22,2025-05-25,Crítica,Fechado,Mobile App,Sprint 10,Rafael,84,Alta,3,Produção,Backend,Sim
4398,2025-10-30,2025-11-03,Baixa,Fechado,Dashboard,Sprint 2,Fernanda,110,Baixa,1,Homologação,API,Sim
4399,2024-07-18,2024-07-22,Média,Fechado,API Clientes,Sprint 10,Ana,103,Alta,3,Produção,Frontend,Não
4400,2026-03-12,2026-03-14,Média,Fechado,Dashboard,Sprint 12,Ana,60,Alta,3,Produção,Frontend,Sim
4401,2025-10-04,2025-10-04,Crítica,Fechado,Pagamento,Sprint 12,João,18,Média,2,Homologação,Frontend,Não
4402,2025-06-07,2025-06-08,Baixa,Aberto,Dashboard,Sprint 11,João,27,Alta,3,Produção,Backend,Não
4403,2025-04-09,2025-04-12,Crítica,Aberto,Mobile App,Sprint 1,João,95,Alta,3,Homologação,Frontend,Não
4404,2025-02-18,2025-02-22,Baixa,Aberto,Login,Sprint 9,João,117,Média,2,Produção,Backend,Não
4405,2025-06-03,2025-06-03,Baixa,Fechado,API Clientes,Sprint 2,Fernanda,2,Média,2,Produção,Frontend,Sim
4406,2025-03-09,2025-03-13,Alta,Aberto,Pagamento,Sprint 12,Ana,116,Baixa,1,Produção,Backend,Sim
4407,2025-02-15,2025-02-15,Baixa,Aberto,API Clientes,Sprint 3,Marcos,1,Média,2,Homologação,API,Sim
4408,2024-08-15,2024-08-18,Baixa,Aberto,Login,Sprint 9,João,82,Baixa,1,Produção,Backend,Não
4409,2025-12-16,2025-12-16,Baixa,Fechado,Relatórios,Sprint 7,Rafael,19,Média,2,Homologação,API,Não
4410,2025-09-20,2025-09-22,Média,Aberto,Login,Sprint 11,Carlos,65,Média,2,Homologação,Frontend,Não
4411,2024-11-29,2024-12-03,Média,Fechado,API Clientes,Sprint 1,Juliana,108,Média,2,Homologação,Frontend,Não
4412,2026-02-19,2026-02-19,Crítica,Aberto,Mobile App,Sprint 6,Marcos,22,Baixa,1,Homologação,Frontend,Não
4413,2026-01-10,2026-01-13,Alta,Fechado,Dashboard,Sprint 11,João,95,Alta,3,Homologação,Frontend,Não
4414,2024-07-17,2024-07-20,Média,Aberto,Login,Sprint 6,Fernanda,90,Alta,3,Homologação,Backend,Não
4415,2025-08-16,2025-08-19,Média,Fechado,API Clientes,Sprint 7,Carlos,85,Alta,3,Homologação,Backend,Sim
4416,2024-09-29,2024-09-29,Média,Fechado,Mobile App,Sprint 11,Marcos,6,Média,2,Produção,Backend,Sim
4417,2025-01-15,2025-01-19,Média,Aberto,Pagamento,Sprint 6,Rafael,99,Média,2,Homologação,API,Sim
4418,2025-07-31,2025-08-04,Alta,Fechado,Relatórios,Sprint 11,João,112,Baixa,1,Homologação,API,Sim
4419,2025-08-12,2025-08-16,Crítica,Aberto,Dashboard,Sprint 5,Juliana,110,Alta,3,Homologação,Backend,Sim
4420,2024-05-25,2024-05-29,Alta,Aberto,Pagamento,Sprint 2,Carlos,117,Média,2,Produção,API,Não
4421,2025-01-28,2025-01-28,Média,Aberto,API Clientes,Sprint 5,Rafael,17,Média,2,Homologação,Frontend,Sim
4422,2024-07-14,2024-07-18,Alta,Fechado,Relatórios,Sprint 5,Carlos,113,Baixa,1,Homologação,API,Sim
4423,2024-06-13,2024-06-14,Alta,Aberto,Dashboard,Sprint 3,Rafael,42,Média,2,Homologação,API,Sim
4424,2026-01-03,2026-01-05,Alta,Aberto,API Clientes,Sprint 12,João,61,Média,2,Homologação,Backend,Não
4425,2026-01-19,2026-01-23,Crítica,Fechado,Relatórios,Sprint 12,Rafael,115,Baixa,1,Homologação,API,Sim
4426,2024-11-13,2024-11-14,Média,Aberto,Dashboard,Sprint 12,Marcos,43,Baixa,1,Homologação,Backend,Não
4427,2026-02-09,2026-02-13,Baixa,Aberto,Mobile App,Sprint 8,Rafael,102,Alta,3,Homologação,Frontend,Sim
4428,2026-03-30,2026-04-03,Média,Fechado,Relatórios,Sprint 11,Rafael,110,Média,2,Homologação,Backend,Sim
4429,2025-02-24,2025-02-25,Crítica,Fechado,Dashboard,Sprint 11,Rafael,27,Alta,3,Produção,Frontend,Sim
4430,2025-05-10,2025-05-14,Alta,Fechado,Login,Sprint 8,Carlos,105,Baixa,1,Produção,API,Não
4431,2025-03-09,2025-03-13,Alta,Aberto,Pagamento,Sprint 5,Ana,98,Baixa,1,Homologação,API,Não
4432,2024-05-22,2024-05-24,Média,Fechado,Login,Sprint 12,Ana,61,Média,2,Homologação,Backend,Sim
4433,2025-08-02,2025-08-03,Alta,Fechado,Login,Sprint 5,Ana,43,Baixa,1,Homologação,API,Sim
4434,2024-08-13,2024-08-13,Baixa,Fechado,Pagamento,Sprint 1,João,3,Média,2,Produção,Frontend,Não
4435,2026-02-19,2026-02-23,Baixa,Aberto,Relatórios,Sprint 10,João,114,Média,2,Homologação,Frontend,Não
4436,2024-12-16,2024-12-16,Média,Fechado,Dashboard,Sprint 10,Rafael,19,Alta,3,Produção,API,Sim
4437,2025-04-23,2025-04-26,Baixa,Fechado,Login,Sprint 12,Marcos,89,Alta,3,Produção,Backend,Sim
4438,2024-07-02,2024-07-06,Baixa,Aberto,Pagamento,Sprint 12,Rafael,103,Média,2,Produção,Frontend,Não
4439,2024-07-25,2024-07-26,Baixa,Fechado,Pagamento,Sprint 7,Juliana,38,Média,2,Homologação,Frontend,Sim
4440,2026-04-12,2026-04-15,Média,Aberto,Pagamento,Sprint 8,Marcos,87,Baixa,1,Produção,API,Sim
4441,2026-04-13,2026-04-16,Baixa,Aberto,API Clientes,Sprint 8,Juliana,88,Baixa,1,Homologação,Backend,Não
4442,2024-10-16,2024-10-20,Crítica,Aberto,API Clientes,Sprint 6,Rafael,101,Média,2,Homologação,Backend,Não
4443,2025-03-19,2025-03-20,Alta,Fechado,Relatórios,Sprint 1,Ana,46,Média,2,Homologação,API,Sim
4444,2025-09-24,2025-09-27,Alta,Aberto,Dashboard,Sprint 12,Juliana,79,Média,2,Produção,Frontend,Sim
4445,2024-06-12,2024-06-12,Média,Fechado,Dashboard,Sprint 4,Ana,18,Média,2,Produção,API,Sim
4446,2024-06-12,2024-06-13,Média,Aberto,Mobile App,Sprint 2,Ana,25,Alta,3,Homologação,API,Sim
4447,2026-03-03,2026-03-04,Alta,Fechado,Mobile App,Sprint 1,João,40,Alta,3,Produção,Frontend,Não
4448,2025-03-13,2025-03-14,Crítica,Aberto,API Clientes,Sprint 1,João,33,Baixa,1,Homologação,Backend,Sim
4449,2024-09-07,2024-09-08,Baixa,Fechado,Dashboard,Sprint 9,João,41,Alta,3,Homologação,Frontend,Sim
4450,2025-04-15,2025-04-20,Alta,Aberto,Mobile App,Sprint 5,Juliana,120,Média,2,Produção,Backend,Não
4451,2024-07-11,2024-07-12,Média,Fechado,Login,Sprint 7,Marcos,32,Baixa,1,Homologação,Backend,Sim
4452,2026-02-09,2026-02-10,Baixa,Aberto,Pagamento,Sprint 12,Rafael,45,Baixa,1,Homologação,API,Sim
4453,2025-11-16,2025-11-18,Baixa,Aberto,Dashboard,Sprint 9,Ana,59,Média,2,Homologação,API,Sim
4454,2024-06-22,2024-06-25,Alta,Fechado,Login,Sprint 7,Juliana,76,Alta,3,Homologação,API,Sim
4455,2024-05-18,2024-05-22,Alta,Fechado,API Clientes,Sprint 11,Fernanda,96,Alta,3,Homologação,Backend,Não
4456,2025-09-16,2025-09-20,Média,Aberto,Relatórios,Sprint 1,Carlos,99,Média,2,Homologação,Frontend,Não
4457,2024-05-25,2024-05-25,Média,Fechado,API Clientes,Sprint 9,Fernanda,22,Média,2,Homologação,Backend,Não
4458,2024-11-06,2024-11-10,Baixa,Fechado,API Clientes,Sprint 10,Juliana,114,Baixa,1,Homologação,Frontend,Sim
4459,2025-01-12,2025-01-16,Alta,Fechado,API Clientes,Sprint 1,Juliana,115,Alta,3,Produção,Backend,Não
4460,2024-10-14,2024-10-14,Alta,Aberto,Mobile App,Sprint 3,Marcos,19,Alta,3,Produção,Frontend,Não
4461,2025-05-11,2025-05-14,Crítica,Fechado,Mobile App,Sprint 1,Rafael,86,Baixa,1,Homologação,Frontend,Não
4462,2024-10-14,2024-10-17,Baixa,Aberto,Login,Sprint 7,Carlos,90,Média,2,Produção,API,Não
4463,2024-08-24,2024-08-24,Crítica,Aberto,Mobile App,Sprint 12,Carlos,2,Alta,3,Homologação,Backend,Não
4464,2025-11-11,2025-11-13,Média,Fechado,Dashboard,Sprint 5,Juliana,62,Média,2,Produção,API,Sim
4465,2024-07-27,2024-07-31,Crítica,Fechado,Mobile App,Sprint 9,Fernanda,112,Baixa,1,Produção,Backend,Sim
4466,2025-08-19,2025-08-21,Baixa,Fechado,Dashboard,Sprint 12,João,55,Média,2,Produção,API,Não
4467,2026-01-25,2026-01-26,Crítica,Aberto,API Clientes,Sprint 7,Marcos,47,Média,2,Homologação,Frontend,Sim
4468,2024-11-17,2024-11-19,Média,Fechado,Dashboard,Sprint 7,Juliana,54,Alta,3,Produção,Backend,Não
4469,2024-09-05,2024-09-06,Crítica,Aberto,Login,Sprint 4,Ana,41,Baixa,1,Homologação,Backend,Sim
4470,2026-02-13,2026-02-14,Alta,Fechado,Login,Sprint 9,Ana,24,Baixa,1,Homologação,Backend,Não
4471,2025-05-31,2025-05-31,Média,Aberto,Pagamento,Sprint 11,Juliana,9,Alta,3,Homologação,API,Não
4472,2025-10-10,2025-10-14,Alta,Fechado,Relatórios,Sprint 8,Marcos,109,Alta,3,Homologação,API,Não
4473,2025-05-12,2025-05-15,Crítica,Aberto,Login,Sprint 10,João,74,Alta,3,Produção,Frontend,Não
4474,2024-12-12,2024-12-12,Baixa,Fechado,Mobile App,Sprint 4,João,21,Média,2,Produção,Frontend,Não
4475,2024-07-31,2024-08-04,Baixa,Fechado,Dashboard,Sprint 3,Ana,105,Alta,3,Produção,Frontend,Sim
4476,2026-02-05,2026-02-07,Crítica,Aberto,Login,Sprint 8,João,62,Média,2,Produção,Frontend,Sim
4477,2024-12-01,2024-12-04,Crítica,Aberto,API Clientes,Sprint 11,Juliana,74,Alta,3,Produção,API,Não
4478,2024-11-25,2024-11-28,Média,Fechado,Login,Sprint 7,Rafael,86,Média,2,Produção,Frontend,Sim
4479,2025-04-24,2025-04-24,Média,Fechado,API Clientes,Sprint 8,Ana,2,Média,2,Homologação,Backend,Não
4480,2024-08-24,2024-08-26,Alta,Aberto,Relatórios,Sprint 9,Fernanda,48,Média,2,Produção,Frontend,Não
4481,2024-08-25,2024-08-29,Baixa,Aberto,Mobile App,Sprint 3,João,113,Baixa,1,Produção,Frontend,Sim
4482,2024-09-26,2024-09-30,Alta,Aberto,Mobile App,Sprint 8,Fernanda,97,Baixa,1,Homologação,Frontend,Não
4483,2024-11-01,2024-11-01,Média,Fechado,API Clientes,Sprint 2,Carlos,17,Alta,3,Produção,Frontend,Sim
4484,2025-07-23,2025-07-27,Baixa,Fechado,Mobile App,Sprint 12,Juliana,107,Alta,3,Homologação,API,Não
4485,2025-11-23,2025-11-23,Baixa,Fechado,Pagamento,Sprint 11,Juliana,18,Alta,3,Produção,API,Sim
4486,2025-10-17,2025-10-17,Média,Aberto,API Clientes,Sprint 8,Rafael,13,Alta,3,Produção,Frontend,Não
4487,2026-04-16,2026-04-18,Crítica,Aberto,API Clientes,Sprint 11,Juliana,55,Média,2,Homologação,Backend,Sim
4488,2024-12-06,2024-12-08,Média,Aberto,API Clientes,Sprint 6,Marcos,65,Baixa,1,Homologação,Backend,Sim
4489,2025-06-05,2025-06-06,Crítica,Aberto,Mobile App,Sprint 3,Juliana,25,Baixa,1,Homologação,Frontend,Sim
4490,2026-03-08,2026-03-10,Média,Fechado,Mobile App,Sprint 12,Ana,63,Média,2,Produção,API,Sim
4491,2026-04-18,2026-04-18,Alta,Fechado,Pagamento,Sprint 12,João,20,Alta,3,Homologação,Backend,Não
4492,2025-03-04,2025-03-08,Alta,Aberto,Mobile App,Sprint 4,Carlos,107,Baixa,1,Homologação,Backend,Não
4493,2024-10-11,2024-10-14,Crítica,Aberto,Pagamento,Sprint 12,Rafael,72,Baixa,1,Homologação,Backend,Sim
4494,2026-02-26,2026-02-27,Alta,Aberto,Relatórios,Sprint 6,Ana,37,Alta,3,Produção,API,Sim
4495,2025-03-02,2025-03-06,Baixa,Fechado,Login,Sprint 5,Marcos,117,Baixa,1,Homologação,Backend,Não
4496,2025-07-01,2025-07-03,Baixa,Aberto,API Clientes,Sprint 12,Carlos,53,Média,2,Homologação,Backend,Não
4497,2024-12-18,2024-12-20,Média,Aberto,Pagamento,Sprint 12,Rafael,53,Média,2,Homologação,Frontend,Não
4498,2026-04-11,2026-04-14,Baixa,Aberto,Relatórios,Sprint 5,Marcos,85,Média,2,Homologação,API,Não
4499,2025-12-21,2025-12-22,Alta,Fechado,API Clientes,Sprint 8,Rafael,25,Alta,3,Homologação,Backend,Sim
4500,2025-07-31,2025-08-03,Crítica,Fechado,Mobile App,Sprint 6,Carlos,93,Baixa,1,Produção,API,Sim
4501,2025-09-24,2025-09-27,Alta,Fechado,Mobile App,Sprint 8,Marcos,90,Média,2,Produção,Frontend,Sim
4502,2025-08-06,2025-08-09,Alta,Aberto,API Clientes,Sprint 1,Carlos,73,Alta,3,Homologação,Frontend,Sim
4503,2025-10-31,2025-11-03,Baixa,Fechado,API Clientes,Sprint 2,Marcos,82,Média,2,Homologação,API,Sim
4504,2024-06-17,2024-06-19,Crítica,Aberto,API Clientes,Sprint 3,Carlos,53,Baixa,1,Produção,Frontend,Sim
4505,2025-03-15,2025-03-19,Média,Aberto,Login,Sprint 3,Carlos,119,Alta,3,Homologação,Backend,Não
4506,2025-03-29,2025-03-31,Crítica,Aberto,Login,Sprint 4,Juliana,55,Baixa,1,Homologação,Frontend,Não
4507,2025-05-13,2025-05-17,Média,Fechado,Dashboard,Sprint 7,João,100,Média,2,Produção,Backend,Sim
4508,2024-12-21,2024-12-24,Baixa,Fechado,API Clientes,Sprint 11,Rafael,75,Alta,3,Homologação,Backend,Não
4509,2026-03-07,2026-03-11,Crítica,Fechado,API Clientes,Sprint 1,Fernanda,108,Baixa,1,Homologação,Backend,Não
4510,2024-09-30,2024-10-01,Média,Aberto,API Clientes,Sprint 5,Juliana,26,Alta,3,Produção,API,Não
4511,2026-04-23,2026-04-24,Crítica,Aberto,Mobile App,Sprint 11,Carlos,35,Média,2,Homologação,API,Não
4512,2024-12-11,2024-12-13,Baixa,Aberto,Dashboard,Sprint 4,Carlos,69,Baixa,1,Produção,API,Sim
4513,2025-05-08,2025-05-10,Média,Fechado,Dashboard,Sprint 8,Rafael,55,Média,2,Produção,API,Sim
4514,2025-08-17,2025-08-20,Baixa,Fechado,Login,Sprint 2,Rafael,73,Média,2,Homologação,Backend,Sim
4515,2026-02-05,2026-02-09,Crítica,Aberto,Login,Sprint 1,Carlos,107,Média,2,Produção,Frontend,Não
4516,2024-10-28,2024-10-29,Alta,Fechado,API Clientes,Sprint 8,Rafael,27,Alta,3,Produção,API,Não
4517,2025-12-18,2025-12-21,Alta,Aberto,API Clientes,Sprint 10,Ana,94,Média,2,Produção,API,Não
4518,2024-10-17,2024-10-17,Baixa,Fechado,Relatórios,Sprint 7,João,14,Baixa,1,Produção,API,Sim
4519,2025-05-22,2025-05-22,Média,Aberto,Dashboard,Sprint 5,Ana,19,Baixa,1,Homologação,API,Sim
4520,2025-08-28,2025-08-29,Baixa,Aberto,Login,Sprint 10,Juliana,46,Alta,3,Produção,Frontend,Não
4521,2024-06-11,2024-06-14,Baixa,Fechado,Pagamento,Sprint 11,Marcos,77,Média,2,Homologação,Frontend,Sim
4522,2025-06-26,2025-06-27,Crítica,Aberto,Mobile App,Sprint 11,Ana,41,Alta,3,Produção,Frontend,Não
4523,2024-12-03,2024-12-06,Crítica,Fechado,API Clientes,Sprint 1,Juliana,87,Média,2,Homologação,Frontend,Não
4524,2025-10-06,2025-10-10,Média,Fechado,Login,Sprint 11,Ana,115,Baixa,1,Homologação,API,Sim
4525,2026-04-01,2026-04-03,Alta,Fechado,Mobile App,Sprint 12,Juliana,69,Média,2,Produção,Frontend,Sim
4526,2026-04-23,2026-04-25,Crítica,Aberto,Pagamento,Sprint 12,Rafael,66,Baixa,1,Produção,API,Não
4527,2025-11-29,2025-12-02,Média,Fechado,API Clientes,Sprint 4,Marcos,91,Baixa,1,Produção,Frontend,Não
4528,2025-09-06,2025-09-06,Alta,Aberto,Relatórios,Sprint 6,Carlos,16,Média,2,Produção,Frontend,Sim
4529,2025-05-15,2025-05-15,Crítica,Aberto,Dashboard,Sprint 8,Rafael,10,Média,2,Homologação,Backend,Não
4530,2026-01-08,2026-01-10,Média,Aberto,Login,Sprint 4,Carlos,64,Baixa,1,Produção,API,Não
4531,2026-01-21,2026-01-22,Alta,Aberto,Dashboard,Sprint 9,Marcos,41,Média,2,Produção,Frontend,Sim
4532,2025-02-19,2025-02-20,Baixa,Fechado,API Clientes,Sprint 8,Marcos,27,Média,2,Homologação,Frontend,Sim
4533,2026-02-28,2026-03-01,Crítica,Aberto,API Clientes,Sprint 6,Fernanda,35,Alta,3,Homologação,Frontend,Sim
4534,2024-09-11,2024-09-15,Alta,Fechado,API Clientes,Sprint 5,Juliana,119,Média,2,Homologação,Frontend,Não
4535,2025-07-08,2025-07-09,Crítica,Fechado,Pagamento,Sprint 6,João,41,Baixa,1,Homologação,Backend,Sim
4536,2024-07-24,2024-07-28,Média,Fechado,Mobile App,Sprint 10,Marcos,110,Média,2,Produção,API,Sim
4537,2026-04-09,2026-04-13,Alta,Aberto,Login,Sprint 2,Fernanda,105,Alta,3,Homologação,Backend,Sim
4538,2025-05-19,2025-05-23,Alta,Aberto,Dashboard,Sprint 8,João,101,Baixa,1,Homologação,API,Não
4539,2024-08-07,2024-08-09,Alta,Aberto,Mobile App,Sprint 7,Rafael,64,Baixa,1,Produção,API,Sim
4540,2025-02-02,2025-02-04,Média,Aberto,Relatórios,Sprint 4,Fernanda,65,Alta,3,Homologação,Backend,Sim
4541,2026-02-08,2026-02-08,Alta,Fechado,Login,Sprint 4,Juliana,23,Média,2,Homologação,API,Não
4542,2025-08-15,2025-08-17,Média,Aberto,Relatórios,Sprint 10,Ana,49,Baixa,1,Produção,Backend,Não
4543,2025-09-09,2025-09-09,Alta,Fechado,Login,Sprint 6,Carlos,18,Média,2,Homologação,Backend,Não
4544,2025-09-13,2025-09-17,Média,Fechado,Pagamento,Sprint 9,Marcos,110,Alta,3,Produção,API,Sim
4545,2025-09-25,2025-09-29,Alta,Aberto,API Clientes,Sprint 2,João,103,Baixa,1,Produção,API,Não
4546,2024-06-15,2024-06-19,Crítica,Fechado,Mobile App,Sprint 5,João,99,Baixa,1,Homologação,API,Sim
4547,2025-03-02,2025-03-06,Crítica,Aberto,Pagamento,Sprint 11,Marcos,115,Baixa,1,Homologação,API,Não
4548,2024-12-21,2024-12-23,Crítica,Aberto,API Clientes,Sprint 9,Carlos,61,Alta,3,Produção,Frontend,Sim
4549,2025-11-21,2025-11-21,Alta,Aberto,Mobile App,Sprint 3,Juliana,23,Alta,3,Produção,Frontend,Sim
4550,2025-01-16,2025-01-20,Média,Fechado,Pagamento,Sprint 11,Marcos,111,Média,2,Homologação,API,Sim
4551,2024-09-20,2024-09-24,Alta,Fechado,Dashboard,Sprint 6,Fernanda,117,Alta,3,Produção,API,Sim
4552,2024-12-06,2024-12-07,Média,Aberto,Dashboard,Sprint 1,Carlos,41,Alta,3,Produção,Backend,Não
4553,2025-05-15,2025-05-16,Média,Aberto,Relatórios,Sprint 3,João,29,Baixa,1,Homologação,Frontend,Não
4554,2025-12-28,2025-12-31,Baixa,Fechado,API Clientes,Sprint 10,Rafael,86,Média,2,Homologação,Backend,Não
4555,2025-10-23,2025-10-23,Crítica,Aberto,Login,Sprint 4,Ana,13,Média,2,Homologação,Frontend,Não
4556,2024-08-22,2024-08-22,Crítica,Fechado,API Clientes,Sprint 5,Juliana,23,Alta,3,Produção,Backend,Não
4557,2024-06-02,2024-06-04,Média,Aberto,Login,Sprint 10,Ana,50,Baixa,1,Homologação,API,Não
4558,2024-12-17,2024-12-17,Alta,Fechado,API Clientes,Sprint 11,Ana,23,Alta,3,Homologação,Frontend,Sim
4559,2025-07-01,2025-07-03,Média,Aberto,Relatórios,Sprint 5,João,51,Baixa,1,Produção,Frontend,Não
4560,2024-07-20,2024-07-20,Crítica,Aberto,Relatórios,Sprint 1,Ana,21,Alta,3,Produção,API,Não
4561,2025-12-05,2025-12-06,Baixa,Fechado,Mobile App,Sprint 8,Fernanda,40,Alta,3,Produção,API,Sim
